asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
kandinsky-composition-viii,references/primary/composition-viii.jpg,Composition VIII,Wassily Kandinsky,1923,https://commons.wikimedia.org/wiki/File:Wassily_Kandinsky_Composition_VIII.jpg,public_domain,Wikimedia Commons; Wassily Kandinsky,primary,Geometric and lyrical color relations.
kandinsky-yellow-red-blue,references/secondary/yellow-red-blue.jpg,Yellow-Red-Blue,Wassily Kandinsky,1925,https://commons.wikimedia.org/wiki/File:Kandinsky_-_Jaune_Rouge_Bleu.jpg,public_domain,Wikimedia Commons; Wassily Kandinsky,secondary,Primary color weight and mixed geometry.
