asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
velazquez-las-meninas,references/primary/las-meninas.jpg,Las Meninas,Diego Velázquez,1656,https://commons.wikimedia.org/wiki/File:Diego_Vel%C3%A1zquez_-_Las_Meninas.jpg,public_domain,Wikimedia Commons; Diego Velázquez,primary,Selective realism and spatial exchange.
velazquez-juan-pareja,references/secondary/juan-de-pareja.jpg,Portrait of Juan de Pareja,Diego Velázquez,1650,https://commons.wikimedia.org/wiki/File:Retrato_de_Juan_Pareja,_by_Diego_Vel%C3%A1zquez.jpg,public_domain,Wikimedia Commons; Diego Velázquez,secondary,Portrait modeling and dark-ground edge control.
