asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
cezanne-peppermint-bottle,references/primary/the-peppermint-bottle.jpg,The Peppermint Bottle,Paul Cézanne,1893-1895,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_La_bouteille_de_menthe_poivr%C3%A9e_(National_Gallery_of_Art).jpg,public_domain,Wikimedia Commons; Paul Cézanne,primary,Constructive still-life planes and material color.
cezanne-mont-sainte-victoire,references/secondary/mont-sainte-victoire.jpg,Mont Sainte-Victoire and the Viaduct of the Arc River Valley,Paul Cézanne,1882-1885,https://commons.wikimedia.org/wiki/File:Paul_C%C3%A9zanne_-_Mont_Sainte-Victoire_and_the_Viaduct_of_the_Arc_River_Valley_(Metropolitan_Museum_of_Art).jpg,public_domain,Wikimedia Commons; Paul Cézanne,secondary,Constructive landscape planes.
