asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
sally-mann-sfmoma,,Sally Mann,San Francisco Museum of Modern Art,,https://www.sfmoma.org/artist/Sally_Mann/,link_only,研究入口：旧金山现代艺术博物馆艺术家页面；本包为独立视觉分析。,primary,Link-only reference; do not redistribute external works.
sally-mann-nga,,Sally Mann artworks,National Gallery of Art,,https://www.nga.gov/artists/39122-sally-mann/artworks,link_only,研究入口：美国国家美术馆作品页面；本包为独立视觉分析。,secondary,Link-only reference; do not redistribute external works.
