asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
vangogh-starry-night,references/primary/starry-night.jpg,The Starry Night,Vincent van Gogh,1889,https://commons.wikimedia.org/wiki/File:VanGogh-starry_night.jpg,public_domain,Wikimedia Commons; Vincent van Gogh,primary,Downloaded public-domain image used for visual analysis.
vangogh-olive-trees,references/secondary/olive-trees.jpg,Olive Trees,Vincent van Gogh,1889,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Olive_Trees_-_Google_Art_Project.jpg,public_domain,Wikimedia Commons; Vincent van Gogh,secondary,Downloaded public-domain image used for stroke and landscape analysis.
