asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
muybridge-horse,references/primary/animal-locomotion.jpg,Animal Locomotion plate of horse and rider,Eadweard Muybridge,1887,https://commons.wikimedia.org/wiki/File:Animal_Locomotion._An_Electro-Photographic_Investigation_of_Consecutive_Phases_of_Animal_Movements._Commenced_1872_-_Completed_1885._Volume_IX%2C_Horses_MET_DP275235.jpg,public_domain,Wikimedia Commons; Eadweard Muybridge,primary,Sequential phase analysis and stable registration.
muybridge-woman-dog,references/secondary/woman-walking.jpg,Animal Locomotion plate of woman and dog,Eadweard Muybridge,1887,https://commons.wikimedia.org/wiki/File:Animal_Locomotion._An_Electro-Photographic_Investigation_of_Consecutive_Phases_of_Animal_Movements._Commenced_1872_-_Completed_1885._Volume_IV%2C_Women_%28Nude%29_MET_DT6807.jpg,public_domain,Wikimedia Commons; Eadweard Muybridge,secondary,Human and animal phase comparison.
