asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
marey-man-walking,references/primary/man-walking.jpg,Man Walking,Étienne-Jules Marey,1890-1891,https://commons.wikimedia.org/wiki/File:Marey-_Man_walking,_1890%E2%80%9391.jpg,public_domain,Wikimedia Commons; Étienne-Jules Marey,primary,Analytical motion traces and instrument vision.
marey-pole-vaulting,references/secondary/pole-vaulting.jpg,Movements in Pole Vaulting,Étienne-Jules Marey,1884,https://commons.wikimedia.org/wiki/File:%C3%89tienne-Jules_Marey_-_Movements_in_Pole_Vaulting_-_Google_Art_Project.jpg,public_domain,Wikimedia Commons; Étienne-Jules Marey,secondary,Overlapping phase analysis and dark technical ground.
