asset_id,local_path,title,creator,year,source_url,license,attribution,role,notes
atget-street-musicians,references/primary/street-musicians.jpg,Street Musicians,Eugène Atget,1898-1899,https://artmuseum.princeton.edu/art/collections/objects/11597,public_domain,Princeton University Art Museum; Eugène Atget,primary,Downloaded public-domain image used for urban geometry and observed-figure analysis.
atget-omnibus,references/secondary/omnibus-pres-luxembourg.jpg,Omnibus près du Luxembourg,Eugène Atget,1902,https://artmuseum.princeton.edu/art/collections/objects/23885,public_domain,Princeton University Art Museum; Eugène Atget,secondary,Downloaded public-domain image used for architectural and archival-tonality analysis.
